name,price,type,color,side_panel,external_volume,supported_mobo_form_factors,max_gpu_length_mm,max_cpu_cooler_height_mm,psu_form_factor
In Win BP655.FH200B,124.99,Mini ITX Desktop,Black,Tempered Glass,8.1,Mini ITX,300,140,SFX
Raidmax Cobra Z,124.99,ATX Mid Tower,Black / Blue,Tempered Glass,59.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake Urban S1,124.99,MicroATX Mini Tower,Black,Tempered Glass,32.9,"Micro ATX, Mini ITX",330,155,ATX
Thermaltake Urban SD1,124.99,MicroATX Mini Tower,Black,Tempered Glass,30.4,"Micro ATX, Mini ITX",330,155,ATX
Fractal Design Core 3500,124.99,ATX Mid Tower,Black,Acrylic,56.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Aerocool XPredator X3,124.99,ATX Mid Tower,Black / White,Acrylic,62.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC Skyline-07,124.99,ATX Full Tower,Black,Tempered Glass,69.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Aerocool DS 200,124.99,ATX Mid Tower,Black / Orange,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
BitFenix Pandora,124.99,MicroATX Mid Tower,Silver,Acrylic,31.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-A61,124.99,ATX Mid Tower,Black,Tempered Glass,57.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-Q35A,124.99,Mini ITX Tower,Silver,Tempered Glass,18.1,Mini ITX,300,140,SFX
In Win BK644.BH300TB,124.99,MicroATX Mini Tower,Black,Tempered Glass,12.3,"Micro ATX, Mini ITX",330,155,ATX
Rosewill STEALTH,124.99,ATX Mid Tower,Black,Acrylic,52.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Aerocool GT-A,124.99,ATX Mid Tower,White,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Zalman H1,124.99,ATX Full Tower,Black,Acrylic,74.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Silverstone FT05,124.99,ATX Mid Tower,Silver,Tempered Glass,45.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
be quiet! Silent Base 800,124.99,ATX Mid Tower,Black / Silver,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Ultra Defender II,124.99,ATX Mid Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Aerocool Strike-X Xtreme,124.99,ATX Mid Tower,Black / White,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Aerocool Strike-X Advance,124.99,ATX Mid Tower,Black / Red,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master N300,124.99,ATX Mid Tower,Black,Tempered Glass,39.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master K281,124.99,ATX Mid Tower,Black / Red,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master K350,124.99,ATX Mid Tower,Black / Red,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC FM18,124.99,ATX Mid Tower,Black,Acrylic,33.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master Elite 334U,124.99,ATX Mid Tower,Black / Silver,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
NZXT Phantom 240,124.99,ATX Mid Tower,Black / Red,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Phanteks Enthoo EVOLV,124.99,MicroATX Mini Tower,Silver,Acrylic,41.7,"Micro ATX, Mini ITX",330,155,ATX
DIYPC Zondda,124.99,ATX Mid Tower,Black / Silver,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
BitFenix Aegis Core,124.99,MicroATX Mid Tower,Blue,Acrylic,46.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
BitFenix Aegis,124.99,MicroATX Mid Tower,Black,Acrylic,46.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Raidmax HYBODUS,124.99,MicroATX Mini Tower,Black / Red,Tempered Glass,42.8,"Micro ATX, Mini ITX",330,155,ATX
Sentey GS-6008,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooltek UMX1,124.99,Mini ITX Tower,Black,Tempered Glass,42.8,Mini ITX,300,140,SFX
Azza Nova 8000,124.99,ATX Full Tower,Black / Orange,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Rosewill R521-M,124.99,MicroATX Mini Tower,Black,Tempered Glass,42.8,"Micro ATX, Mini ITX",330,155,ATX
Apevia X-QPack3,124.99,MicroATX Mini Tower,Black / Blue,Acrylic,42.8,"Micro ATX, Mini ITX",330,155,ATX
Apevia X-QPack3,124.99,MicroATX Mini Tower,Black,Tempered Glass,42.8,"Micro ATX, Mini ITX",330,155,ATX
Apevia X-QPack3,124.99,MicroATX Mini Tower,Pink,Acrylic,42.8,"Micro ATX, Mini ITX",330,155,ATX
Element Gaming Hyperion,124.99,MicroATX Mid Tower,Black / Blue,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master N400,124.99,ATX Mid Tower,Black,Acrylic,40.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Raidmax Element,124.99,Mini ITX Desktop,Black / Gray,Tempered Glass,42.8,Mini ITX,300,140,SFX
Raidmax Element,124.99,Mini ITX Desktop,Black / Blue,Tempered Glass,42.8,Mini ITX,300,140,SFX
VIVO CASE-V02,124.99,ATX Mid Tower,Black / Blue,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
VIVO CASE-V03,124.99,ATX Mid Tower,Black / Red,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
In Win 707,124.99,ATX Full Tower,Black / Red,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
be quiet! Silent Base 600,124.99,ATX Mid Tower,Black / Silver,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Zalman ZM-T1 PLUS,124.99,MicroATX Mini Tower,Black,Tempered Glass,42.8,"Micro ATX, Mini ITX",330,155,ATX
Thermaltake Suppressor F31,124.99,ATX Mid Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
RAIJINTEK STYX,124.99,MicroATX Mini Tower,Silver,Acrylic,42.8,"Micro ATX, Mini ITX",330,155,ATX
SHARKOON BD28,124.99,ATX Mid Tower,Black / Green,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
SHARKOON BD28,124.99,ATX Mid Tower,Black / Blue,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Raidmax Viper II,124.99,ATX Mid Tower,Black / Green,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Raidmax Viper II,124.99,ATX Mid Tower,Black / Red,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
SHARKOON T28,124.99,ATX Mid Tower,Black / Red,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
SHARKOON T28,124.99,ATX Mid Tower,Black / Green,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
VIVO Titan,124.99,ATX Mid Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-QPack3,124.99,MicroATX Mini Tower,Black / Orange,Acrylic,42.8,"Micro ATX, Mini ITX",330,155,ATX
DIYPC Zondda,124.99,ATX Mid Tower,Black / Blue,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC D480,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Rosewill GUNGNIR,124.99,ATX Mid Tower,Black / Red,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Antec GX500,124.99,ATX Mid Tower,Black,Acrylic,44.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC M89,124.99,MicroATX Mini Tower,Black / Red,Tempered Glass,20.9,"Micro ATX, Mini ITX",330,155,ATX
DIYPC Ranger-R5,124.99,ATX Mid Tower,Black / Blue,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC DIY-M6,124.99,MicroATX Mid Tower,White / Blue,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-EnerQ,124.99,MicroATX Mid Tower,Black / Green,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Qber,124.99,MicroATX Desktop,Black / Red,Acrylic,42.8,"Micro ATX, Mini ITX",330,155,ATX
Anidees AI7,124.99,ATX Desktop,Black,Acrylic,42.8,Mini ITX,300,140,SFX
Thermaltake Suppressor F31,124.99,ATX Mid Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Silverstone RVZ01-E,124.99,HTPC,Black,Tempered Glass,42.8,Mini ITX,300,140,SFX
Xigmatek Eris,124.99,Mini ITX Desktop,Black,Tempered Glass,42.8,Mini ITX,300,140,SFX
Logisys CS380BK,124.99,ATX Mid Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
SHARKOON T3-W,124.99,ATX Mid Tower,Black / Blue,Acrylic,38.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
NOX Hummer ZX,124.99,ATX Mid Tower,White / Black,Acrylic,48.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
NOX Coolbay SX,124.99,ATX Mid Tower,Black / Red,Tempered Glass,37.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
NOX Coolbay VX,124.99,ATX Mid Tower,Black / Red,Acrylic,34.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
SHARKOON DG7000,124.99,ATX Mid Tower,Black / Blue,Acrylic,46.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
SHARKOON DG7000,124.99,ATX Mid Tower,Black / Red,Acrylic,46.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-Q20,124.99,Mini ITX Tower,Silver,Tempered Glass,7.2,Mini ITX,300,140,SFX
Thermaltake Core P3,124.99,ATX Mid Tower,Black / Silver,Acrylic,80.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
RAIJINTEK Metis Plus,124.99,Mini ITX Tower,Black,Acrylic,13.4,Mini ITX,300,140,SFX
RAIJINTEK Metis Plus,124.99,Mini ITX Tower,Red,Acrylic,13.4,Mini ITX,300,140,SFX
NZXT H440,124.99,ATX Mid Tower,Black / Orange,Acrylic,53.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Silverstone RL06,124.99,ATX Mid Tower,White / Black,Acrylic,43.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake View 27,124.99,ATX Mid Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Azza Onyx 260,124.99,ATX Mid Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Silverstone KL07,124.99,ATX Mid Tower,Black,Tempered Glass,52.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li Odyssey,124.99,Mini ITX Desktop,Black,Tempered Glass,42.8,Mini ITX,300,140,SFX
Lian Li Odyssey,124.99,Mini ITX Desktop,White,Tempered Glass,42.8,Mini ITX,300,140,SFX
Apevia X-Mirage,124.99,ATX Mid Tower,Black / Red,Acrylic,41.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia X-Mirage,124.99,ATX Mid Tower,White,Acrylic,41.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Aerocool Aero-300 FAW,124.99,ATX Mid Tower,Black,Acrylic,36.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
SHARKOON VG4-W,124.99,ATX Mid Tower,Black,Acrylic,38.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
VIVO CASE-V06,124.99,MicroATX Mid Tower,White / Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Anidees AI Crystal Cube,124.99,ATX Mid Tower,Black,Tempered Glass,50.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
mean:it 5PM,124.99,ATX Mid Tower,Black / Blue,Tempered Glass,51.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Enermax Ostrog ADV,124.99,ATX Mid Tower,Black / Blue,Acrylic,54.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Enermax Ostrog ADV,124.99,ATX Mid Tower,Black / Red,Acrylic,54.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooltek JB C2,124.99,MicroATX Mini Tower,Black,Tempered Glass,12.1,"Micro ATX, Mini ITX",330,155,ATX
DIYPC Illusion I,124.99,ATX Mid Tower,Black / Blue,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC Skyline-06,124.99,ATX Full Tower,Black / Green,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Silverstone RL06,124.99,ATX Mid Tower,White / Black,Tempered Glass,43.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
In Win BL631.300TBL,124.99,MicroATX Slim,Black,Tempered Glass,11.6,"Micro ATX, Mini ITX",330,155,ATX
Silverstone TJ08B-E,124.99,MicroATX Mini Tower,Silver,Tempered Glass,30.2,"Micro ATX, Mini ITX",330,155,ATX
Raidmax Monster II,124.99,ATX Mid Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
NZXT H400i,124.99,MicroATX Mini Tower,Black / Blue,Tempered Glass,36.9,"Micro ATX, Mini ITX",330,155,ATX
NZXT H200i,124.99,Mini ITX Tower,Black / Blue,Tempered Glass,27.3,Mini ITX,300,140,SFX
SHARKOON AM5,124.99,ATX Mid Tower,Blue / Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
RIOTORO CR500,124.99,ATX Mid Tower,Black,Tempered Glass,41.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li ALPHA 330X,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li ALPHA 330W,124.99,ATX Mid Tower,White,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Rosewill Orbit-Z1,124.99,ATX Mid Tower,Black,Acrylic,41.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Fractal Design Define R6,124.99,ATX Mid Tower,White / Black,Tempered Glass,56.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Fractal Design Define R6,124.99,ATX Mid Tower,Silver,Tempered Glass,56.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
In Win X-Frame 2.0,124.99,ATX Test Bench,Black / Red,Tempered Glass,102.0,Mini ITX,300,140,SFX
In Win Tou 2.0,124.99,ATX Full Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
EVGA DG-73,124.99,ATX Mid Tower,Black,Acrylic,45.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
EVGA DG-75,124.99,ATX Mid Tower,White,Tempered Glass,47.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Nanoxia Rexgear 1,124.99,MicroATX Desktop,Black,Acrylic,42.8,"Micro ATX, Mini ITX",330,155,ATX
Nanoxia Deep Silence 4,124.99,MicroATX Mini Tower,Black / Gray,Tempered Glass,42.8,"Micro ATX, Mini ITX",330,155,ATX
Raidmax X08,124.99,ATX Mid Tower,Black / Silver,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
NZXT H400,124.99,MicroATX Mini Tower,Black / Blue,Tempered Glass,36.9,"Micro ATX, Mini ITX",330,155,ATX
Raidmax Alpha Prime,124.99,ATX Mid Tower,White,Tempered Glass,44.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-Q50,124.99,Mini ITX Desktop,Silver,Tempered Glass,42.8,Mini ITX,300,140,SFX
Thermaltake View 32 TG,124.99,ATX Mid Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master MasterBox MB511,124.99,ATX Mid Tower,Black / White,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
RAIJINTEK PAEAN M,124.99,MicroATX Mini Tower,Black,Tempered Glass,40.9,"Micro ATX, Mini ITX",330,155,ATX
RAIJINTEK ASTERION CLASSIC,124.99,ATX Full Tower,Black,Tempered Glass,56.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
RAIJINTEK ASTERION PLUS,124.99,ATX Full Tower,Black,Acrylic,59.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li PC-O11AIR RGB,124.99,ATX Full Tower,Black,Tempered Glass,60.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
DAN Cases A4-SFXv3,124.99,Mini ITX Desktop,Silver,Tempered Glass,42.8,Mini ITX,300,140,SFX
SHARKOON VG5,124.99,ATX Mid Tower,Black,Acrylic,38.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master MasterBox E500L,124.99,ATX Mid Tower,Black / Blue,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
HG Computers Osmi,124.99,Mini ITX Tower,Black,Tempered Glass,42.8,Mini ITX,300,140,SFX
MagniumGear NEO,124.99,ATX Mid Tower,Silver,Tempered Glass,37.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
MagniumGear NEO G MINI,124.99,Mini ITX Tower,Black,Tempered Glass,42.8,Mini ITX,300,140,SFX
MagniumGear NEO MINI,124.99,Mini ITX Tower,Silver,Tempered Glass,42.8,Mini ITX,300,140,SFX
GAMDIAS Talos P1,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
BitFenix Enso Mesh,124.99,ATX Mid Tower,Black,Tempered Glass,46.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
FSP Group CMT330,124.99,ATX Mid Tower,Black / Blue,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Azza Chroma 410,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC Trio-GT-RGB,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cougar Puritas,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master MasterBox K500 Phantom Gaming Edition,124.99,ATX Mid Tower,Black,Tempered Glass,46.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake Commander C31 TG ARGB,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master MasterCase H500P Mesh Phantom Gaming Edition,124.99,ATX Mid Tower,Black / Red,Acrylic,71.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake Versa J24 ARGB,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake Commander C31 TG Snow ARGB,124.99,ATX Mid Tower,White / Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cougar MX330-STE500,124.99,ATX Mid Tower,Black,Acrylic,39.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
GameMax ABYSS,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Raidmax Alpha,124.99,ATX Mid Tower,Black,Acrylic,44.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Raidmax Alpha,124.99,ATX Mid Tower,White,Acrylic,44.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Rosewill PRISM S LITE,124.99,ATX Mid Tower,Black,Tempered Glass,46.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Deepcool Gamer Storm NEW ARK 90SE,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Anidees AI Crystal Cube MAR 3,124.99,ATX Mid Tower,Black,Tinted Tempered Glass,50.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
GameMax Crusader Mirage,124.99,ATX Mid Tower,Black,Tempered Glass,34.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
GameMax Expedition,124.99,MicroATX Mini Tower,White,Acrylic,29.4,"Micro ATX, Mini ITX",330,155,ATX
GameMax Explorer,124.99,MicroATX Mini Tower,Black,Tinted Acrylic,33.7,"Micro ATX, Mini ITX",330,155,ATX
GameMax Gravity,124.99,ATX Mid Tower,Black,Tempered Glass,49.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
GameMax Knight,124.99,ATX Mid Tower,Black,Tempered Glass,41.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
GameMax Moonstone RGB,124.99,ATX Mid Tower,Black,Tempered Glass,66.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
GameMax GMX-PRECISION,124.99,ATX Full Tower,Black,Tempered Glass,82.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
GameMax Sapphire RGB,124.99,ATX Mid Tower,Black,Tempered Glass,52.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
GameMax Solar,124.99,ATX Mid Tower,Black,Tempered Glass,40.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
GameMax View,124.99,ATX Mid Tower,Black,Tempered Glass,50.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC DIY-D3-RGB,124.99,ATX Mid Tower,Black,Tempered Glass,46.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Deepcool Gamer Storm Quadstellar Electro Limited Edition,124.99,ATX Desktop,Silver / Orange,Tempered Glass,42.8,Mini ITX,300,140,SFX
Rosewill Cullinan V-Silent,124.99,ATX Mid Tower,Black,Tempered Glass,51.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
NZXT H510 Horde,124.99,ATX Mid Tower,Red,Tempered Glass,41.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
RAIJINTEK METIS EVO TGS,124.99,Mini ITX Desktop,Red,Tempered Glass,22.3,Mini ITX,300,140,SFX
Rosewill FBM-X2,124.99,MicroATX Mini Tower,Black,Tempered Glass,25.3,"Micro ATX, Mini ITX",330,155,ATX
Apevia CRUSADER-F-WH,124.99,ATX Mid Tower,White,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
KOLINK BIG CHUNGUS,124.99,ATX Mid Tower,Black,Tempered Glass,146.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC Solo-T2-R Black USB 3.0,124.99,ATX Mid Tower,Black / Red,Tempered Glass,39.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
GameMax RockStar G515,124.99,ATX Mid Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Golden Field MUT1,124.99,ATX Mid Tower,Black,Tempered Glass,47.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC Vanguard-V6-RGB,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Raidmax Monster II SE,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
SilentiumPC Regnum RG4,124.99,ATX Mid Tower,White / Black,Tempered Glass,46.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC S2-RGB,124.99,ATX Mid Tower,White / Black,Tempered Glass,44.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
GAMDIAS APOLLO M1,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Enermax MarbleShell MS30,124.99,ATX Mid Tower,White / Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
GameMax Shine G517,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Silverstone FARA R1,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Azza Pyramid 804V,124.99,ATX Mid Tower,Silver / Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Aerocool Flo Saturn FRGB,124.99,ATX Mid Tower,Black,Tempered Glass,48.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
BitFenix Nova Mesh SE,124.99,ATX Mid Tower,White,Tempered Glass,36.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
darkFlash DLS 480,124.99,ATX Mid Tower,Black,Tempered Glass,53.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia Matrix,124.99,ATX Mid Tower,Pink,Tempered Glass,37.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia Enzo,124.99,ATX Mid Tower,Black,Tempered Glass,35.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Apevia Enzo,124.99,ATX Mid Tower,Pink,Tempered Glass,35.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
SilentiumPC Armis AR6,124.99,ATX Mid Tower,Black,Tempered Glass,46.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
SilentiumPC Armis AR6X EVO ARGB,124.99,ATX Mid Tower,Black,Tempered Glass,46.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
SilentiumPC Armis AR7 RGB,124.99,ATX Mid Tower,Black,Tempered Glass,63.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC Vanguard-V8-RGB,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Aerocool Trinity Mini V3,124.99,MicroATX Mini Tower,White,Tempered Glass,28.1,"Micro ATX, Mini ITX",330,155,ATX
BitFenix Prodigy M 2022 ARGB,124.99,MicroATX Mini Tower,White / Black,Tempered Glass,42.8,"Micro ATX, Mini ITX",330,155,ATX
GAMDIAS ARGUS M3,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
GAMDIAS ATHENA E1,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
GAMDIAS TALOS M1 LITE,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
GAMDIAS TALOS M1A,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
GAMDIAS TALOS P1A,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
BitFenix BitFenix Neos Window BFC-NEO-100-WWWKB-RP White / Blue Steel / Plastic ATX Mid Tower Computer Case,124.99,ATX Mid Tower,White / Blue,Acrylic,37.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
SilentiumPC Ventum VT4V EVO TG ARGB,124.99,ATX Mid Tower,White,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Raidmax P805,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Vetroo A03,124.99,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master CMP 510,124.99,ATX Mid Tower,Black,Tempered Glass,42.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
